R,G,B,d
219,224,228,1
220,223,228,1
219,222,227,1
218,221,226,1
216,221,225,1
216,221,225,1
215,220,226,1
215,220,226,1
211,218,224,1
208,215,221,1
206,213,221,1
205,212,220,1
204,213,220,1
204,213,220,1
203,212,221,1
202,211,220,1
201,211,220,1
201,211,220,1
201,211,220,1
200,210,219,1
197,210,218,1
197,210,218,1
197,210,218,1
196,209,217,1
194,208,217,1
194,208,217,1
193,207,216,1
193,207,216,1
190,207,217,1
190,207,217,1
189,205,218,1
189,205,218,1
185,203,215,1
185,203,215,1
184,202,214,1
183,201,213,1
183,201,215,1
182,200,214,1
182,200,214,1
181,199,213,1
181,199,213,1
180,198,212,1
179,197,211,1
178,196,210,1
176,195,209,1
175,194,208,1
175,194,208,1
175,194,208,1
174,192,206,1
173,192,207,1
171,192,209,1
169,192,208,1
169,192,206,1
168,191,205,1
169,191,205,1
169,191,204,1
168,191,205,1
167,190,204,1
165,188,204,1
169,191,205,1
168,186,198,1
144,161,171,1
252,251,255,1
252,252,254,1
249,248,253,1
252,253,255,1
232,235,242,1
232,234,246,1
230,234,245,1
220,224,235,1
222,226,238,1
230,234,245,1
231,236,240,1
232,238,238,1
234,238,237,1
230,234,233,1
227,233,233,1
230,235,238,1
231,236,239,1
230,236,234,1
233,239,235,1
227,232,235,1
235,240,244,1
233,238,241,1
231,237,233,1
230,236,234,1
231,236,240,1
232,237,243,1
232,237,240,1
232,238,236,1
232,238,236,1
230,239,236,1
231,240,237,1
231,240,237,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,238,1
232,237,240,1
232,237,241,1
232,237,241,1
232,237,243,1
231,236,242,1
232,235,242,1
232,235,242,1
232,235,242,1
232,235,242,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,236,1
231,235,236,1
231,235,236,1
230,234,235,1
231,235,236,1
230,234,235,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
228,231,236,1
228,231,236,1
230,231,236,1
230,231,236,1
230,230,238,1
230,230,238,1
230,230,238,1
230,230,238,1
230,230,238,1
230,230,238,1
231,232,237,1
231,232,237,1
231,231,239,1
231,231,239,1
231,231,239,1
231,231,239,1
229,232,237,1
229,232,237,1
226,230,233,1
221,225,226,1
221,225,226,1
225,229,230,1
228,232,233,1
229,233,234,1
230,234,237,1
231,235,238,1
229,234,237,1
228,233,236,1
228,232,235,1
228,232,235,1
228,231,236,1
228,231,236,1
226,229,234,1
225,228,233,1
225,228,233,1
224,227,232,1
222,227,231,1
222,227,231,1
222,227,231,1
222,227,231,1
220,228,231,1
220,228,231,1
220,228,231,1
219,229,231,1
219,229,231,1
219,229,231,1
219,229,231,1
218,228,230,1
217,227,229,1
216,226,228,1
216,226,228,1
215,225,227,1
215,225,227,1
216,226,228,1
216,226,228,1
215,225,227,1
215,225,227,1
216,224,227,1
215,220,223,1
216,220,223,1
216,220,223,1
217,221,224,1
217,220,225,1
218,221,226,1
217,222,226,1
217,222,226,1
217,222,228,1
215,220,226,1
211,218,224,1
211,218,224,1
211,218,226,1
210,217,225,1
208,215,223,1
207,216,223,1
205,215,224,1
204,214,223,1
203,213,222,1
201,211,220,1
199,209,218,1
199,209,218,1
197,210,218,1
196,209,217,1
195,208,217,1
195,208,217,1
193,207,218,1
193,207,218,1
192,206,219,1
191,205,218,1
188,204,217,1
188,204,217,1
185,203,215,1
185,203,215,1
184,202,216,1
184,202,216,1
183,201,215,1
183,201,215,1
182,200,214,1
181,199,213,1
181,199,213,1
181,199,213,1
180,198,212,1
178,196,210,1
177,196,210,1
176,195,209,1
176,195,209,1
176,195,209,1
174,193,208,1
174,193,208,1
172,193,210,1
170,193,209,1
169,192,208,1
169,192,206,1
169,191,205,1
169,191,205,1
168,191,207,1
167,190,206,1
163,189,206,1
167,190,206,1
168,186,200,1
143,159,172,1
253,252,255,1
253,252,255,1
254,255,255,1
232,235,242,1
223,225,237,1
230,234,245,1
217,221,232,1
220,224,236,1
231,235,246,1
233,238,241,1
234,240,238,1
236,241,237,1
229,234,230,1
227,233,233,1
231,236,239,1
232,237,240,1
231,237,235,1
233,239,235,1
225,230,233,1
237,242,248,1
235,240,244,1
232,238,236,1
231,237,235,1
232,237,241,1
233,238,242,1
233,239,239,1
232,238,236,1
230,239,236,1
230,239,236,1
231,240,237,1
231,240,237,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,236,1
232,238,238,1
232,238,238,1
232,237,240,1
232,237,241,1
231,236,242,1
231,236,242,1
232,235,242,1
232,235,242,1
232,235,242,1
232,235,242,1
232,235,240,1
232,235,240,1
232,235,240,1
232,235,240,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
230,233,238,1
231,232,237,1
231,232,237,1
231,231,239,1
231,231,239,1
231,231,239,1
231,231,239,1
231,231,239,1
231,231,239,1
231,232,237,1
231,232,237,1
231,231,239,1
231,231,239,1
231,231,239,1
231,231,239,1
230,233,238,1
230,234,237,1
227,231,234,1
220,224,225,1
220,224,225,1
226,230,231,1
230,234,235,1
230,234,235,1
232,236,239,1
234,238,241,1
230,235,238,1
229,234,237,1
229,233,236,1
228,232,235,1
228,231,236,1
227,230,235,1
226,229,234,1
225,228,233,1
224,227,232,1
223,226,231,1
221,226,230,1
220,225,229,1
220,225,229,1
221,226,230,1
219,227,230,1
218,226,229,1
217,227,229,1
217,227,229,1
217,227,229,1
217,227,229,1
217,227,229,1
217,227,229,1
216,226,228,1
214,224,226,1
215,225,227,1
214,224,226,1
214,224,226,1
215,225,227,1
216,226,228,1
215,225,227,1
214,224,226,1
215,223,226,1
216,221,224,1
217,221,224,1
217,221,224,1
217,221,224,1
217,220,225,1
218,221,226,1
217,222,226,1
217,222,226,1
218,223,229,1
216,221,227,1
213,220,226,1
213,220,226,1
213,220,228,1
211,218,226,1
210,217,225,1
208,217,224,1
208,217,226,1
206,216,225,1
204,214,223,1
201,211,220,1
199,209,218,1
199,209,218,1
197,210,218,1
197,210,218,1
195,208,217,1
195,208,217,1
193,207,218,1
193,207,218,1
191,205,218,1
190,204,217,1
187,203,216,1
187,203,216,1
186,204,216,1
185,203,215,1
184,202,216,1
184,202,216,1
184,202,216,1
183,201,215,1
182,200,214,1
181,199,213,1
182,200,214,1
181,199,213,1
180,198,212,1
179,197,211,1
177,196,210,1
177,196,210,1
177,196,210,1
177,196,210,1
175,194,209,1
173,195,209,1
172,193,210,1
171,194,210,1
170,193,209,1
169,192,208,1
170,191,208,1
169,192,206,1
169,192,208,1
167,190,206,1
163,189,206,1
167,190,206,1
168,186,200,1
144,160,173,1
254,254,255,1
253,252,255,1
254,253,255,1
254,255,255,1
229,232,237,1
225,228,237,1
231,236,242,1
223,228,234,1
218,223,229,1
231,236,240,1
240,246,244,1
227,233,233,1
236,241,245,1
232,237,241,1
235,241,241,1
228,234,232,1
228,233,237,1
241,246,252,1
237,242,246,1
231,237,235,1
228,234,230,1
231,236,239,1
233,238,241,1
232,238,236,1
232,238,234,1
230,239,236,1
229,238,235,1
230,239,238,1
231,240,239,1
231,240,239,1
230,239,238,1
229,238,237,1
230,239,238,1
230,239,236,1
231,240,237,1
232,238,236,1
234,240,240,1
230,235,238,1
232,237,241,1
230,235,241,1
230,235,241,1
231,234,241,1
231,234,241,1
231,234,239,1
231,234,239,1
230,233,238,1
230,233,238,1
231,234,239,1
232,235,240,1
230,234,237,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
230,234,237,1
230,234,237,1
230,234,237,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,233,236,1
227,231,234,1
225,229,230,1
226,230,229,1
228,232,231,1
230,234,235,1
233,237,238,1
235,239,242,1
233,237,240,1
230,235,238,1
232,237,240,1
229,232,237,1
226,229,234,1
228,231,236,1
227,230,235,1
224,227,234,1
224,227,234,1
222,225,232,1
222,225,232,1
221,226,232,1
220,225,231,1
216,223,229,1
216,223,229,1
216,223,229,1
216,223,229,1
215,224,229,1
215,224,229,1
215,224,229,1
215,224,229,1
214,223,228,1
214,223,228,1
213,222,227,1
212,221,226,1
213,222,227,1
213,222,227,1
213,222,227,1
213,222,227,1
213,222,227,1
212,221,226,1
213,222,227,1
215,223,226,1
217,222,225,1
218,222,225,1
218,222,225,1
218,222,225,1
219,222,227,1
219,222,227,1
217,222,226,1
217,222,226,1
220,225,231,1
220,225,231,1
217,224,230,1
216,223,229,1
214,221,229,1
213,220,228,1
211,218,226,1
208,217,224,1
208,217,226,1
207,217,226,1
205,215,224,1
201,211,220,1
197,210,218,1
197,210,218,1
197,210,219,1
196,209,218,1
194,208,217,1
193,207,216,1
193,207,218,1
192,206,217,1
190,206,219,1
188,204,217,1
188,204,219,1
188,204,219,1
186,204,218,1
185,203,217,1
185,203,217,1
184,202,216,1
184,202,216,1
183,201,215,1
182,200,214,1
181,199,213,1
181,199,213,1
181,199,213,1
179,198,212,1
178,197,211,1
177,196,210,1
177,196,210,1
175,197,211,1
174,196,210,1
175,194,209,1
173,195,209,1
172,193,210,1
170,193,211,1
168,194,211,1
168,194,209,1
169,192,208,1
168,191,207,1
168,191,209,1
164,190,207,1
163,189,206,1
168,191,207,1
168,186,200,1
144,160,173,1
254,255,255,1
254,255,255,1
254,255,255,1
253,253,255,1
251,251,253,1
254,254,255,1
252,251,255,1
230,234,235,1
227,230,235,1
239,244,247,1
222,228,228,1
218,224,224,1
231,237,235,1
229,235,235,1
233,238,242,1
232,237,241,1
236,242,242,1
225,231,231,1
227,232,236,1
238,243,249,1
240,245,249,1
233,239,235,1
231,237,233,1
232,238,238,1
230,236,236,1
231,237,233,1
230,239,234,1
230,239,236,1
230,239,238,1
228,236,238,1
229,237,239,1
230,238,240,1
230,238,240,1
229,238,237,1
230,239,238,1
229,238,235,1
230,236,234,1
232,238,236,1
232,238,238,1
234,239,242,1
231,236,240,1
230,235,239,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
230,233,238,1
230,233,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,236,1
231,235,238,1
230,234,237,1
230,234,237,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,233,236,1
228,232,235,1
227,231,232,1
228,232,231,1
231,235,234,1
232,236,237,1
235,239,240,1
236,240,243,1
234,238,241,1
232,237,240,1
232,237,240,1
229,232,237,1
226,229,234,1
227,230,235,1
226,229,234,1
223,226,233,1
224,227,234,1
222,225,232,1
222,225,232,1
220,225,231,1
219,224,230,1
215,222,228,1
214,221,227,1
214,221,227,1
215,222,228,1
213,222,227,1
213,222,227,1
213,222,227,1
213,222,227,1
213,222,227,1
212,221,226,1
212,221,226,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
214,222,225,1
218,223,227,1
218,222,225,1
219,223,226,1
219,223,226,1
220,223,228,1
219,224,228,1
219,224,228,1
218,223,227,1
219,224,230,1
218,225,231,1
219,226,232,1
218,225,231,1
217,224,232,1
215,222,230,1
214,221,229,1
212,221,228,1
208,218,227,1
208,218,227,1
205,215,224,1
201,211,220,1
197,210,218,1
198,211,219,1
198,211,220,1
197,210,219,1
194,208,217,1
194,208,217,1
193,207,218,1
193,207,218,1
190,206,219,1
189,205,218,1
189,205,220,1
188,206,220,1
186,204,218,1
185,203,217,1
185,203,217,1
184,202,216,1
184,202,216,1
183,201,215,1
182,200,214,1
182,200,214,1
182,200,214,1
180,199,213,1
179,198,212,1
179,198,212,1
178,197,211,1
177,196,210,1
175,197,211,1
175,197,211,1
176,195,210,1
173,195,209,1
171,194,212,1
169,195,212,1
169,195,212,1
168,194,211,1
169,192,208,1
167,193,208,1
166,192,209,1
165,191,208,1
163,189,206,1
168,191,207,1
167,185,199,1
143,159,172,1
254,254,255,1
254,255,255,1
254,255,255,1
254,253,255,1
253,254,255,1
253,254,255,1
254,255,255,1
254,255,255,1
254,254,255,1
254,255,255,1
250,251,253,1
250,252,251,1
252,251,255,1
222,226,225,1
226,232,228,1
227,232,235,1
233,238,241,1
235,241,239,1
224,228,229,1
233,236,241,1
235,238,245,1
241,245,248,1
233,239,235,1
230,236,232,1
228,237,232,1
230,239,236,1
231,240,239,1
229,237,239,1
228,236,239,1
228,236,239,1
229,237,240,1
230,238,240,1
231,237,237,1
230,236,236,1
231,237,235,1
230,236,234,1
231,237,235,1
230,236,236,1
230,236,236,1
230,235,238,1
232,236,239,1
231,235,238,1
231,235,238,1
231,235,238,1
232,236,239,1
232,236,239,1
231,235,238,1
230,234,237,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
230,234,237,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
229,232,237,1
229,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,233,236,1
230,234,237,1
229,233,234,1
231,235,236,1
234,238,239,1
234,240,240,1
236,242,242,1
236,241,244,1
234,239,242,1
232,237,240,1
232,237,240,1
227,232,236,1
224,229,233,1
225,228,233,1
225,228,233,1
223,226,233,1
223,226,233,1
221,226,232,1
221,226,232,1
220,225,231,1
218,223,229,1
214,221,227,1
212,219,225,1
211,221,223,1
212,222,224,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
211,220,225,1
213,221,224,1
218,223,227,1
219,223,226,1
219,224,228,1
219,224,228,1
220,225,229,1
220,225,229,1
220,225,231,1
218,225,231,1
219,226,232,1
220,227,233,1
221,228,236,1
220,229,236,1
218,227,234,1
216,225,232,1
213,222,229,1
212,221,228,1
208,218,227,1
206,219,227,1
203,216,224,1
199,212,220,1
197,210,218,1
197,210,218,1
196,210,219,1
195,209,218,1
194,208,219,1
193,207,218,1
191,207,220,1
191,207,220,1
190,206,219,1
189,205,218,1
187,205,219,1
187,205,219,1
186,204,218,1
184,203,217,1
184,203,217,1
184,203,217,1
183,202,216,1
183,202,216,1
182,201,215,1
181,200,214,1
181,200,214,1
180,199,213,1
180,199,213,1
177,199,212,1
176,198,212,1
175,197,211,1
175,197,211,1
175,197,211,1
174,196,210,1
174,196,210,1
172,195,213,1
169,195,212,1
169,195,212,1
168,195,212,1
168,194,209,1
167,193,208,1
167,193,210,1
165,192,209,1
164,191,210,1
167,193,210,1
167,186,201,1
142,160,174,1
254,254,255,1
254,253,255,1
254,254,255,1
254,255,255,1
254,255,255,1
254,254,255,1
254,254,255,1
253,254,255,1
254,255,255,1
254,255,255,1
254,253,255,1
254,254,255,1
253,255,254,1
254,255,255,1
252,253,255,1
253,254,255,1
254,255,255,1
254,253,255,1
254,253,255,1
222,228,224,1
233,239,237,1
231,237,233,1
224,228,229,1
234,237,242,1
229,232,237,1
236,240,241,1
228,238,230,1
228,237,234,1
229,238,237,1
230,238,241,1
230,237,243,1
228,235,241,1
227,234,240,1
229,237,240,1
233,238,241,1
231,237,237,1
233,239,237,1
230,236,234,1
232,238,236,1
230,236,234,1
231,237,235,1
230,236,236,1
231,235,236,1
231,235,238,1
230,234,237,1
230,234,237,1
231,235,238,1
231,235,238,1
231,235,238,1
231,235,238,1
230,234,237,1
231,235,238,1
232,236,239,1
231,235,238,1
231,235,238,1
230,234,237,1
231,235,238,1
231,235,238,1
231,235,238,1
230,234,237,1
230,234,237,1
230,234,237,1
230,233,238,1
230,233,238,1
230,233,238,1
231,234,239,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
231,232,237,1
229,232,237,1
229,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,232,237,1
230,234,237,1
229,233,234,1
231,235,236,1
234,238,239,1
235,241,241,1
236,242,242,1
235,240,243,1
232,237,240,1
230,235,238,1
229,234,237,1
226,231,235,1
224,229,233,1
224,227,232,1
224,227,232,1
222,225,232,1
222,225,232,1
220,225,231,1
220,225,231,1
219,224,230,1
216,223,229,1
214,221,227,1
212,219,225,1
211,221,223,1
212,222,224,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
211,220,225,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
212,221,226,1
213,222,227,1
215,222,228,1
220,225,229,1
220,225,228,1
220,225,229,1
220,225,229,1
220,225,229,1
221,226,230,1
219,226,232,1
219,226,232,1
220,227,233,1
222,229,235,1
222,231,238,1
221,230,237,1
218,227,234,1
215,224,231,1
212,221,228,1
209,220,226,1
205,218,226,1
204,217,225,1
201,214,222,1
199,212,220,1
197,210,218,1
196,211,218,1
195,209,218,1
194,208,217,1
194,208,219,1
192,209,219,1
191,207,220,1
191,207,220,1
190,206,219,1
189,205,218,1
187,205,219,1
187,205,219,1
185,204,218,1
185,204,218,1
184,203,217,1
184,203,217,1
184,203,217,1
183,202,216,1
182,201,215,1
181,200,214,1
181,200,214,1
181,200,214,1
178,200,213,1
177,199,212,1
176,198,212,1
176,198,212,1
175,197,211,1
175,197,211,1
174,196,210,1
173,196,210,1
170,196,213,1
169,196,213,1
168,195,212,1
168,195,212,1
168,194,209,1
166,194,208,1
166,193,210,1
165,192,209,1
164,191,210,1
168,194,211,1
168,187,202,1
143,161,175,1
254,254,255,1
254,254,255,1
254,254,255,1
254,254,255,1
254,253,255,1
250,249,254,1
254,254,255,1
254,255,255,1
254,255,255,1
254,254,255,1
254,254,255,1
218,223,219,1
223,227,228,1
227,231,234,1
221,225,228,1
227,231,230,1
230,236,234,1
228,233,236,1
229,234,238,1
231,235,244,1
231,235,244,1
230,234,243,1
229,234,240,1
231,236,239,1
229,235,235,1
230,236,234,1
228,234,230,1
232,238,234,1
230,236,232,1
231,237,233,1
229,235,233,1
230,234,235,1
230,234,235,1
231,235,236,1
231,235,236,1
230,234,235,1
230,234,235,1
230,234,237,1
230,234,237,1
230,234,237,1
231,235,238,1
232,235,240,1
232,235,240,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
232,235,240,1
231,234,239,1
230,233,238,1
230,233,238,1
229,232,237,1
230,233,238,1
230,233,238,1
231,234,239,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,232,237,1
228,233,236,1
227,232,235,1
229,235,235,1
232,238,238,1
233,239,239,1
233,239,239,1
232,237,240,1
229,234,237,1
227,232,235,1
225,230,233,1
224,229,233,1
224,229,233,1
224,227,232,1
223,226,231,1
222,225,232,1
221,224,231,1
219,223,232,1
219,223,232,1
216,223,229,1
216,223,229,1
215,222,228,1
213,222,227,1
214,224,226,1
214,224,226,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
214,223,228,1
215,224,229,1
217,224,230,1
221,226,230,1
221,226,230,1
221,226,230,1
219,227,230,1
220,228,231,1
220,228,231,1
221,228,234,1
221,228,234,1
219,228,233,1
221,230,235,1
222,231,238,1
220,229,236,1
217,228,234,1
213,224,230,1
209,219,228,1
207,217,226,1
201,214,223,1
201,214,223,1
198,212,221,1
197,211,220,1
197,211,220,1
196,210,219,1
195,209,218,1
192,209,217,1
192,209,219,1
192,209,219,1
191,207,220,1
190,208,220,1
190,208,220,1
189,207,219,1
188,206,220,1
188,206,220,1
186,205,220,1
185,204,219,1
185,204,218,1
185,204,218,1
184,203,217,1
184,203,217,1
183,202,216,1
182,201,215,1
180,202,215,1
179,201,214,1
178,200,213,1
177,199,212,1
176,199,213,1
175,198,212,1
175,198,212,1
175,198,212,1
174,197,211,1
173,196,210,1
171,197,214,1
169,196,213,1
169,196,213,1
167,196,212,1
167,195,209,1
167,195,209,1
166,193,210,1
164,193,209,1
163,192,210,1
166,193,210,1
166,188,202,1
141,160,174,1
254,254,255,1
254,253,255,1
254,253,255,1
254,254,255,1
254,254,255,1
254,255,255,1
254,255,255,1
254,254,255,1
254,254,255,1
252,253,255,1
216,221,217,1
224,228,229,1
223,227,228,1
215,219,220,1
217,222,218,1
232,238,236,1
232,237,240,1
228,233,239,1
227,231,240,1
230,234,245,1
232,236,247,1
230,234,243,1
229,234,238,1
230,236,236,1
232,238,236,1
229,235,231,1
229,233,232,1
230,234,235,1
231,235,236,1
232,236,237,1
231,235,236,1
230,234,235,1
229,233,236,1
229,233,236,1
230,234,237,1
230,234,237,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,239,1
231,234,241,1
231,234,241,1
232,235,240,1
231,234,239,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,239,1
229,232,239,1
229,232,237,1
229,232,237,1
228,233,236,1
227,232,235,1
229,235,235,1
231,237,237,1
231,237,237,1
232,238,238,1
230,235,238,1
227,232,235,1
224,229,232,1
222,227,230,1
222,227,231,1
223,228,232,1
223,226,231,1
222,225,230,1
222,225,232,1
220,223,230,1
218,222,231,1
217,221,230,1
215,222,228,1
216,223,229,1
216,225,230,1
217,226,231,1
217,227,229,1
218,228,230,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
217,226,231,1
219,228,233,1
219,227,230,1
222,227,231,1
220,228,231,1
221,229,232,1
221,229,232,1
221,229,232,1
222,229,235,1
222,231,236,1
222,231,236,1
222,231,236,1
221,230,237,1
219,228,235,1
215,226,232,1
211,222,228,1
206,216,225,1
201,214,222,1
197,210,219,1
196,209,218,1
195,209,218,1
196,210,219,1
196,210,219,1
196,210,219,1
193,210,218,1
193,210,218,1
191,208,218,1
191,208,218,1
190,208,220,1
190,208,220,1
190,208,220,1
189,207,219,1
189,207,221,1
189,207,221,1
186,205,220,1
186,205,220,1
185,204,218,1
185,204,218,1
185,204,218,1
184,203,217,1
183,202,216,1
182,201,215,1
180,202,215,1
180,202,215,1
179,201,214,1
178,200,213,1
176,199,213,1
176,199,213,1
176,199,213,1
176,199,213,1
174,197,211,1
172,198,211,1
170,197,214,1
170,197,214,1
169,198,214,1
168,197,213,1
168,196,210,1
167,195,209,1
166,195,211,1
164,193,209,1
163,192,210,1
166,193,210,1
166,188,202,1
141,160,174,1
254,253,255,1
254,255,255,1
253,251,255,1
254,252,255,1
254,255,255,1
254,255,255,1
254,255,255,1
254,255,255,1
254,254,255,1
253,253,255,1
253,252,255,1
252,253,255,1
226,228,227,1
220,221,223,1
214,216,215,1
230,236,234,1
231,236,239,1
231,236,242,1
230,234,245,1
229,233,245,1
230,234,246,1
230,234,243,1
232,235,240,1
232,236,237,1
231,236,232,1
231,235,234,1
230,234,233,1
229,233,232,1
229,233,232,1
230,234,235,1
231,235,236,1
230,234,237,1
230,234,237,1
232,235,240,1
231,234,239,1
230,233,238,1
230,233,238,1
231,234,241,1
232,235,242,1
232,235,242,1
232,235,242,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,240,1
230,233,240,1
230,233,240,1
230,233,240,1
230,233,240,1
230,233,240,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
230,233,238,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,237,1
229,232,239,1
229,232,239,1
228,233,237,1
228,233,237,1
228,233,236,1
226,231,234,1
227,233,233,1
229,235,235,1
229,234,237,1
229,234,237,1
226,234,236,1
223,231,233,1
222,227,230,1
219,224,227,1
221,226,229,1
223,228,231,1
222,227,231,1
221,226,230,1
221,226,232,1
218,223,229,1
218,222,231,1
217,221,230,1
215,222,228,1
216,223,229,1
217,226,231,1
219,228,233,1
219,229,231,1
219,229,231,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
219,228,233,1
