R,G,B,d
189,155,118,3
175,141,104,3
171,137,100,3
185,151,114,3
174,142,104,3
181,149,111,3
180,148,110,3
173,141,103,3
170,136,98,3
176,142,104,3
178,144,106,3
159,125,87,3
171,136,98,3
186,151,113,3
200,162,125,3
228,190,153,3
235,200,162,3
216,181,143,3
182,147,109,3
184,149,111,3
202,167,129,3
198,163,125,3
187,152,112,3
197,162,122,3
195,160,120,3
167,132,92,3
173,138,98,3
162,127,87,3
151,113,74,3
182,144,105,3
215,180,140,3
204,169,129,3
202,167,127,3
205,170,130,3
212,177,139,3
218,183,145,3
215,180,142,3
215,180,142,3
210,175,137,3
209,174,136,3
202,167,127,3
196,161,121,3
189,154,112,3
184,149,107,3
187,152,110,3
196,161,119,3
207,174,133,3
203,170,129,3
204,171,130,3
214,181,140,3
233,199,161,3
226,192,154,3
213,179,142,3
205,171,134,3
192,158,123,3
163,129,94,3
155,120,88,3
146,111,79,3
133,98,68,3
148,113,83,3
157,122,94,3
126,99,78,3
160,137,121,3
170,142,120,3
183,152,124,3
190,155,125,3
198,162,128,3
219,180,147,3
214,175,142,3
209,173,139,3
221,187,152,3
214,179,147,3
216,183,150,3
220,186,151,3
229,195,160,3
222,187,155,3
212,177,145,3
205,170,140,3
209,174,144,3
211,176,148,3
217,182,154,3
213,178,150,3
192,157,129,3
163,128,100,3
165,130,102,3
158,123,93,3
159,124,94,3
169,134,104,3
177,142,110,3
190,156,121,3
185,151,114,3
181,145,109,3
183,147,111,3
181,147,112,3
178,144,109,3
189,156,121,3
203,170,135,3
201,165,129,3
196,160,124,3
191,155,121,3
183,150,119,3
170,144,119,3
164,142,119,3
158,127,96,3
146,108,71,3
141,101,65,3
158,120,84,3
168,132,100,3
167,128,95,3
168,124,85,3
158,114,75,3
143,103,68,3
150,119,91,3
163,135,111,3
175,142,109,3
181,145,109,3
178,145,110,3
166,133,100,3
169,138,107,3
155,120,88,3
150,107,72,3
151,107,68,3
158,116,74,3
177,140,96,3
194,161,120,3
188,155,114,3
184,145,106,3
196,152,113,3
204,162,120,3
198,156,116,3
177,137,101,3
167,126,94,3
165,124,94,3
174,133,101,3
194,156,120,3
195,157,120,3
198,160,121,3
175,140,100,3
175,140,102,3
187,152,114,3
190,155,117,3
186,151,113,3
180,147,106,3
194,161,120,3
205,171,133,3
202,168,130,3
198,164,127,3
202,168,131,3
202,166,130,3
190,154,118,3
180,142,106,3
198,160,124,3
217,179,143,3
193,155,119,3
199,161,125,3
199,161,125,3
196,160,124,3
201,165,129,3
183,147,111,3
170,134,98,3
193,159,122,3
194,162,124,3
179,147,109,3
179,147,109,3
174,142,104,3
179,147,109,3
196,164,126,3
193,161,123,3
179,145,107,3
183,149,111,3
180,145,107,3
174,139,101,3
194,156,119,3
215,177,140,3
224,186,149,3
234,196,159,3
228,193,155,3
216,181,143,3
198,163,125,3
172,137,99,3
162,127,89,3
182,147,109,3
200,165,127,3
197,162,124,3
186,151,111,3
191,156,116,3
197,162,122,3
174,139,99,3
176,139,97,3
189,152,110,3
201,164,122,3
212,175,133,3
207,172,130,3
199,164,122,3
193,158,116,3
206,171,129,3
210,175,135,3
204,169,129,3
213,178,140,3
224,189,151,3
210,175,137,3
203,168,130,3
199,164,124,3
191,156,116,3
187,152,110,3
192,157,115,3
195,161,116,3
189,154,112,3
186,153,112,3
201,167,129,3
212,178,140,3
223,189,151,3
213,179,142,3
189,155,118,3
169,135,100,3
135,101,66,3
139,104,72,3
151,116,84,3
140,105,75,3
133,98,68,3
141,106,78,3
157,122,94,3
176,141,113,3
133,108,88,3
193,174,157,3
201,175,152,3
199,168,140,3
185,150,120,3
193,157,123,3
226,187,154,3
222,184,148,3
209,173,137,3
221,187,152,3
229,194,162,3
231,196,164,3
225,191,156,3
222,188,153,3
213,178,146,3
209,174,142,3
208,173,143,3
195,160,130,3
180,145,117,3
181,146,118,3
199,164,136,3
180,145,117,3
150,115,87,3
158,123,95,3
161,126,96,3
176,141,111,3
208,173,143,3
216,181,149,3
185,151,116,3
177,143,106,3
173,137,101,3
177,142,104,3
175,141,104,3
178,144,107,3
199,166,131,3
216,183,148,3
221,185,149,3
220,184,148,3
216,180,146,3
195,162,131,3
167,141,116,3
159,137,114,3
157,130,101,3
161,123,86,3
153,113,77,3
165,126,93,3
168,133,103,3
162,127,95,3
160,120,84,3
160,118,78,3
149,107,67,3
171,133,97,3
174,144,118,3
177,152,130,3
178,156,133,3
175,153,129,3
175,148,119,3
184,151,118,3
181,143,106,3
157,118,79,3
146,108,69,3
154,119,81,3
157,122,84,3
154,116,79,3
161,117,82,3
163,119,82,3
172,130,90,3
192,153,110,3
194,161,118,3
196,163,122,3
185,145,109,3
209,167,129,3
216,174,134,3
190,151,110,3
173,133,97,3
163,122,90,3
181,142,111,3
204,165,134,3
213,177,143,3
234,199,161,3
208,173,133,3
164,129,89,3
167,132,92,3
187,152,112,3
188,153,113,3
202,167,127,3
206,173,132,3
212,179,138,3
205,171,133,3
192,158,121,3
190,156,119,3
191,157,120,3
199,163,127,3
210,174,138,3
187,151,115,3
181,145,109,3
200,164,128,3
172,136,100,3
177,141,105,3
194,158,122,3
198,162,126,3
192,158,121,3
178,142,106,3
168,134,97,3
177,145,107,3
176,144,106,3
178,146,108,3
191,159,121,3
172,140,102,3
176,144,106,3
183,151,113,3
192,160,122,3
209,175,137,3
214,180,142,3
216,181,143,3
218,183,145,3
226,188,151,3
237,199,162,3
225,187,150,3
197,159,122,3
183,148,110,3
171,136,98,3
159,124,86,3
168,133,95,3
182,147,109,3
196,161,123,3
197,162,124,3
172,137,99,3
156,121,83,3
168,133,93,3
198,163,123,3
204,169,129,3
206,168,129,3
209,172,130,3
228,191,149,3
234,197,155,3
210,175,133,3
199,164,122,3
194,160,115,3
213,179,134,3
221,187,142,3
207,173,128,3
210,176,131,3
224,189,147,3
205,170,128,3
196,161,119,3
207,172,130,3
196,161,119,3
189,154,112,3
178,143,101,3
169,134,92,3
173,138,98,3
180,146,108,3
191,157,120,3
196,162,124,3
196,162,124,3
193,160,125,3
186,153,118,3
149,114,82,3
112,77,45,3
104,70,35,3
136,101,69,3
141,106,74,3
146,111,81,3
167,130,103,3
151,116,88,3
161,126,98,3
165,140,118,3
169,148,127,3
199,173,148,3
209,178,149,3
201,166,134,3
202,166,132,3
212,174,138,3
213,175,139,3
212,176,140,3
216,180,146,3
226,191,159,3
226,191,159,3
216,181,149,3
211,177,142,3
197,162,130,3
188,153,121,3
196,161,131,3
185,150,120,3
175,140,110,3
184,149,119,3
186,151,123,3
159,124,94,3
132,97,69,3
160,125,95,3
177,142,112,3
189,154,124,3
212,177,147,3
207,172,140,3
181,147,112,3
183,149,112,3
191,156,118,3
199,164,126,3
192,158,121,3
190,156,119,3
206,173,138,3
216,184,146,3
209,175,138,3
188,154,117,3
178,144,109,3
173,142,111,3
167,141,116,3
167,145,122,3
150,135,114,3
147,134,115,3
149,119,93,3
158,118,82,3
162,122,86,3
171,131,95,3
180,142,106,3
177,141,105,3
171,135,99,3
181,145,109,3
188,150,113,3
190,152,115,3
188,152,118,3
198,162,128,3
203,167,133,3
184,150,115,3
170,137,102,3
189,156,121,3
174,139,107,3
147,111,77,3
135,100,62,3
153,118,76,3
158,119,76,3
179,137,95,3
193,154,115,3
194,154,118,3
192,150,112,3
197,158,117,3
203,166,122,3
191,154,112,3
181,141,106,3
196,156,121,3
207,168,129,3
193,155,116,3
196,158,121,3
187,149,113,3
186,148,112,3
204,166,130,3
210,172,136,3
224,186,149,3
207,169,132,3
187,149,112,3
187,152,114,3
198,163,125,3
198,164,126,3
190,156,118,3
195,161,123,3
202,168,130,3
194,159,121,3
189,154,116,3
190,156,118,3
175,141,103,3
183,149,111,3
194,160,122,3
190,156,119,3
170,136,99,3
169,135,98,3
171,137,100,3
172,138,101,3
175,141,104,3
185,151,114,3
185,153,115,3
175,141,103,3
170,138,100,3
166,134,96,3
163,133,97,3
181,151,115,3
196,166,130,3
179,149,111,3
211,181,143,3
200,168,130,3
198,166,128,3
234,200,163,3
239,205,168,3
232,194,157,3
201,163,126,3
165,127,90,3
152,117,79,3
150,115,77,3
154,118,82,3
177,141,105,3
188,152,116,3
172,136,100,3
159,123,87,3
160,124,88,3
157,121,85,3
170,135,97,3
193,158,120,3
210,175,137,3
211,176,138,3
205,170,130,3
208,173,133,3
217,182,142,3
217,179,140,3
209,174,132,3
203,169,121,3
204,172,121,3
209,178,123,3
204,173,118,3
201,170,116,3
211,179,128,3
200,166,118,3
202,168,122,3
210,173,128,3
211,174,130,3
192,155,113,3
177,139,100,3
163,127,91,3
175,141,106,3
187,154,119,3
178,145,110,3
182,148,111,3
171,139,101,3
187,158,124,3
194,165,133,3
175,142,111,3
157,122,90,3
144,108,74,3
151,115,79,3
147,113,78,3
147,112,80,3
171,132,103,3
166,129,102,3
159,126,95,3
162,136,111,3
146,120,95,3
163,133,105,3
215,182,151,3
229,194,162,3
220,184,150,3
210,174,140,3
210,174,140,3
212,176,142,3
213,177,145,3
207,172,140,3
223,188,156,3
211,176,144,3
212,177,145,3
198,163,131,3
178,143,111,3
173,138,106,3
189,154,122,3
219,184,152,3
220,185,153,3
186,151,121,3
145,110,78,3
144,109,79,3
172,137,107,3
200,165,135,3
191,156,126,3
175,140,110,3
180,145,113,3
195,161,126,3
187,153,116,3
199,164,126,3
199,164,126,3
197,163,125,3
207,173,135,3
199,167,129,3
185,153,115,3
154,122,84,3
130,98,60,3
134,101,66,3
145,116,86,3
164,140,116,3
164,143,122,3
139,127,115,3
150,128,104,3
170,146,118,3
151,134,108,3
159,128,100,3
176,136,101,3
179,139,103,3
182,143,104,3
181,139,99,3
179,140,99,3
179,144,106,3
183,148,110,3
202,164,127,3
196,157,118,3
180,141,102,3
175,133,93,3
170,126,87,3
149,110,71,3
134,102,64,3
173,144,112,3
173,145,123,3
149,121,99,3
157,132,101,3
158,130,91,3
171,136,94,3
194,155,112,3
202,163,124,3
208,168,132,3
223,180,145,3
217,175,137,3
201,164,120,3
185,148,106,3
175,135,100,3
204,163,131,3
217,177,141,3
201,163,124,3
189,151,114,3
179,141,104,3
178,140,103,3
210,172,135,3
218,180,143,3
171,133,96,3
188,150,113,3
206,168,131,3
195,160,122,3
183,148,110,3
187,153,115,3
177,143,105,3
176,142,104,3
186,152,114,3
208,174,136,3
212,178,140,3
201,167,129,3
187,153,115,3
181,147,109,3
185,151,113,3
181,147,110,3
179,145,108,3
171,139,101,3
178,146,108,3
175,143,105,3
160,128,90,3
168,136,98,3
181,149,111,3
174,142,103,3
176,144,106,3
180,150,114,3
180,150,114,3
188,158,122,3
201,171,135,3
213,183,145,3
237,207,169,3
229,197,159,3
221,187,150,3
227,193,156,3
233,198,160,3
220,185,147,3
228,190,153,3
215,177,140,3
179,141,104,3
167,129,92,3
159,124,86,3
177,142,104,3
168,132,96,3
161,125,89,3
165,129,93,3
156,121,83,3
159,123,87,3
181,146,108,3
199,163,127,3
198,163,125,3
204,169,131,3
208,173,135,3
200,165,127,3
206,171,133,3
208,173,135,3
201,166,126,3
206,168,129,3
201,167,122,3
215,183,132,3
207,176,119,3
184,156,93,3
187,159,96,3
202,172,112,3
213,182,125,3
208,175,122,3
207,174,123,3
219,183,135,3
207,170,126,3
209,171,132,3
204,169,131,3
203,167,135,3
198,163,131,3
201,167,132,3
207,173,136,3
193,158,120,3
185,151,114,3
170,141,107,3
168,139,107,3
175,142,111,3
178,143,113,3
176,140,106,3
162,126,90,3
145,111,76,3
155,120,88,3
175,136,107,3
173,133,107,3
177,142,112,3
166,136,108,3
133,111,88,3
146,125,106,3
182,160,139,3
175,151,127,3
160,132,108,3
171,141,113,3
183,149,121,3
215,180,148,3
231,195,161,3
226,190,156,3
212,176,142,3
224,188,154,3
227,191,159,3
192,156,124,3
175,140,110,3
217,182,152,3
220,185,153,3
207,172,140,3
213,178,146,3
196,161,129,3
178,143,111,3
214,179,147,3
210,175,143,3
190,155,123,3
174,139,107,3
157,122,90,3
168,133,101,3
186,151,119,3
194,159,127,3
189,154,124,3
188,153,123,3
198,163,131,3
200,166,131,3
206,172,135,3
195,159,123,3
199,164,126,3
201,167,129,3
198,164,126,3
192,160,122,3
158,128,90,3
133,101,63,3
146,114,76,3
168,138,104,3
178,151,121,3
182,157,135,3
170,149,130,3
154,124,100,3
146,117,87,3
143,116,86,3
140,112,88,3
153,132,105,3
154,134,101,3
149,129,96,3
176,149,122,3
172,141,110,3
157,128,98,3
151,129,105,3
198,167,138,3
200,164,128,3
210,174,138,3
216,178,139,3
196,155,111,3
195,152,107,3
179,141,96,3
167,128,85,3
189,150,107,3
193,154,111,3
193,154,111,3
179,140,97,3
161,119,77,3
142,104,65,3
147,117,83,3
202,173,139,3
219,184,144,3
211,172,133,3
207,165,127,3
212,168,131,3
201,159,121,3
205,168,126,3
198,163,121,3
188,145,111,3
202,159,125,3
217,177,141,3
218,179,140,3
214,175,136,3
204,165,126,3
191,153,116,3
214,176,139,3
215,177,140,3
142,104,67,3
149,114,76,3
179,144,106,3
189,154,116,3
178,143,105,3
168,134,96,3
164,130,92,3
179,145,107,3
181,147,109,3
181,147,109,3
188,156,117,3
193,161,122,3
191,159,120,3
197,165,126,3
177,145,106,3
177,145,107,3
186,154,116,3
180,148,110,3
185,153,115,3
182,150,112,3
165,133,95,3
180,148,110,3
198,166,128,3
188,156,118,3
197,165,127,3
188,158,122,3
181,153,116,3
193,165,126,3
220,192,153,3
237,207,169,3
231,201,163,3
219,187,149,3
210,178,140,3
203,169,131,3
174,140,102,3
195,160,122,3
206,171,133,3
186,151,113,3
188,153,115,3
185,150,112,3
188,153,115,3
152,117,79,3
136,101,63,3
159,124,86,3
173,138,98,3
183,148,110,3
196,161,121,3
204,169,131,3
213,178,140,3
208,173,135,3
200,165,127,3
207,173,136,3
215,181,144,3
210,176,139,3
202,168,130,3
209,174,132,3
217,183,135,3
213,182,127,3
195,165,105,3
196,166,102,3
212,182,118,3
215,185,123,3
211,181,121,3
211,178,124,3
216,183,132,3
206,172,124,3
199,165,120,3
212,177,137,3
216,182,145,3
229,194,164,3
216,181,149,3
208,170,134,3
204,165,126,3
188,149,110,3
191,153,116,3
180,146,109,3
175,142,107,3
193,158,126,3
190,155,123,3
180,144,112,3
167,133,98,3
148,115,80,3
147,112,80,3
150,113,84,3
161,124,95,3
184,148,116,3
167,134,103,3
132,106,81,3
141,117,93,3
160,134,109,3
166,139,112,3
184,154,126,3
185,154,125,3
203,170,139,3
213,178,146,3
222,186,152,3
239,203,169,3
229,193,159,3
227,191,157,3
222,187,155,3
198,163,131,3
189,154,124,3
206,171,141,3
213,178,146,3
205,170,138,3
204,169,137,3
187,152,120,3
178,143,111,3
193,158,126,3
178,144,109,3
155,121,86,3
150,116,81,3
152,118,83,3
169,135,100,3
189,155,120,3
193,159,124,3
193,158,126,3
193,158,126,3
195,160,128,3
198,164,129,3
210,176,139,3
220,184,148,3
208,172,136,3
204,170,133,3
202,168,131,3
180,147,112,3
175,142,107,3
185,153,115,3
196,164,126,3
191,161,127,3
185,158,128,3
180,155,133,3
167,146,127,3
137,124,108,3
133,111,87,3
123,94,62,3
131,95,63,3
164,124,88,3
179,140,99,3
168,129,88,3
178,140,104,3
184,147,118,3
192,156,130,3
167,133,108,3
149,115,88,3
161,128,97,3
176,142,105,3
176,143,100,3
177,144,101,3
188,156,115,3
193,163,127,3
203,174,144,3
195,167,145,3
176,148,126,3
156,123,92,3
155,121,84,3
175,137,101,3
163,130,97,3
161,137,113,3
155,136,119,3
161,140,123,3
169,151,137,3
192,173,156,3
211,185,162,3
204,177,148,3
195,168,139,3
178,148,114,3
159,120,79,3
175,132,87,3
176,135,91,3
143,102,58,3
144,106,61,3
163,124,81,3
181,142,99,3
173,134,91,3
171,132,89,3
186,151,113,3
196,167,137,3
203,179,151,3
202,168,131,3
195,153,115,3
192,148,109,3
187,143,106,3
182,140,102,3
202,167,125,3
208,173,133,3
206,163,128,3
202,159,124,3
210,168,130,3
198,159,120,3
209,170,131,3
208,169,130,3
176,138,101,3
154,116,79,3
172,134,97,3
191,153,116,3
170,135,97,3
180,145,107,3
203,168,130,3
198,164,126,3
174,140,102,3
183,149,111,3
210,176,138,3
199,167,128,3
186,154,115,3
195,163,124,3
191,159,120,3
180,148,109,3
168,136,97,3
158,126,87,3
163,131,93,3
189,157,119,3
199,167,129,3
180,148,110,3
190,158,120,3
190,158,120,3
203,171,133,3
229,197,159,3
223,191,153,3
218,188,150,3
197,167,131,3
198,170,133,3
212,184,145,3
231,203,164,3
229,199,161,3
220,190,152,3
215,183,145,3
190,158,120,3
191,157,119,3
188,154,116,3
202,167,129,3
207,172,134,3
187,152,114,3
169,134,96,3
169,134,96,3
183,148,110,3
178,143,105,3
183,148,108,3
199,164,124,3
210,175,135,3
216,181,141,3
210,175,135,3
202,167,127,3
213,178,138,3
217,182,144,3
197,161,125,3
199,165,130,3
218,184,149,3
227,192,160,3
207,173,136,3
191,157,112,3
205,172,121,3
204,173,116,3
204,174,112,3
213,183,119,3
219,190,124,3
212,182,118,3
191,161,101,3
181,148,94,3
183,150,99,3
183,149,101,3
196,163,118,3
218,184,146,3
214,181,146,3
208,174,146,3
184,151,120,3
163,127,91,3
167,129,92,3
158,120,84,3
173,135,99,3
185,150,112,3
189,154,116,3
184,148,114,3
181,145,113,3
135,100,68,3
121,86,54,3
128,95,60,3
129,95,60,3
146,111,81,3
178,141,112,3
186,150,118,3
194,159,127,3
170,139,110,3
127,97,69,3
118,88,60,3
177,146,117,3
197,166,137,3
199,166,135,3
209,174,142,3
222,187,155,3
220,184,150,3
227,191,157,3
225,189,155,3
220,184,150,3
202,167,135,3
203,168,136,3
215,180,150,3
197,162,132,3
206,171,139,3
206,171,139,3
193,158,126,3
190,155,123,3
191,156,124,3
174,140,105,3
155,121,86,3
147,113,78,3
157,123,88,3
167,133,98,3
173,139,104,3
189,155,120,3
192,158,123,3
191,157,122,3
188,154,119,3
187,153,118,3
204,170,135,3
215,181,146,3
206,170,136,3
191,155,119,3
201,167,130,3
206,172,135,3
186,153,118,3
176,143,108,3
183,151,113,3
183,151,113,3
171,141,105,3
185,156,126,3
192,167,145,3
171,150,131,3
131,108,90,3
156,123,88,3
174,135,94,3
184,142,102,3
189,146,104,3
181,137,92,3
165,121,74,3
174,130,85,3
202,157,115,3
197,154,112,3
167,124,82,3
151,109,67,3
170,128,86,3
196,154,112,3
192,154,109,3
204,166,121,3
200,163,119,3
197,160,118,3
195,157,118,3
193,158,120,3
189,154,116,3
152,115,73,3
133,96,54,3
138,100,63,3
148,113,81,3
148,122,97,3
187,170,152,3
194,170,144,3
202,171,143,3
202,165,138,3
176,141,121,3
149,116,83,3
148,109,70,3
150,108,68,3
140,98,56,3
153,114,71,3
180,141,100,3
188,149,108,3
183,144,103,3
194,157,115,3
211,177,140,3
204,177,150,3
167,147,122,3
190,156,121,3
198,156,118,3
196,151,112,3
193,149,112,3
198,156,118,3
193,158,116,3
203,168,126,3
203,161,123,3
190,148,110,3
181,139,101,3
184,145,106,3
204,165,126,3
199,160,121,3
179,141,104,3
161,123,86,3
176,138,101,3
214,176,139,3
191,156,118,3
202,167,129,3
219,185,147,3
205,171,133,3
185,151,113,3
188,156,117,3
206,174,135,3
213,181,142,3
201,169,130,3
174,145,105,3
161,132,92,3
165,136,96,3
173,144,104,3
176,147,107,3
167,138,98,3
181,152,112,3
203,173,135,3
175,145,107,3
208,178,140,3
223,193,155,3
210,180,142,3
232,202,164,3
228,198,160,3
225,195,157,3
226,196,158,3
226,196,158,3
222,192,154,3
221,191,153,3
221,189,151,3
220,188,150,3
206,174,136,3
189,157,119,3
194,160,122,3
201,167,129,3
192,158,120,3
190,156,118,3
183,149,111,3
153,119,81,3
167,132,94,3
175,140,102,3
182,147,107,3
200,165,125,3
219,184,144,3
232,197,155,3
232,197,155,3
213,178,136,3
211,176,136,3
202,167,127,3
200,166,128,3
200,166,129,3
205,171,136,3
215,180,148,3
216,183,152,3
201,168,133,3
186,153,108,3
194,163,109,3
209,178,121,3
222,192,128,3
218,189,123,3
204,175,109,3
195,165,101,3
190,160,100,3
199,166,112,3
189,156,105,3
181,149,102,3
196,163,120,3
210,178,140,3
178,148,114,3
179,149,121,3
169,139,111,3
162,131,100,3
175,142,111,3
167,133,105,3
158,123,93,3
192,154,118,3
199,161,124,3
191,155,121,3
190,154,122,3
160,125,95,3
164,129,99,3
156,122,87,3
148,114,79,3
162,127,97,3
174,139,107,3
172,136,102,3
185,149,115,3
186,151,119,3
152,117,85,3
159,124,92,3
196,161,129,3
208,173,141,3
211,176,144,3
225,189,155,3
233,197,163,3
223,189,154,3
212,178,143,3
212,177,145,3
216,181,149,3
203,168,136,3
209,174,142,3
226,193,162,3
208,175,144,3
207,172,140,3
191,156,124,3
178,143,111,3
176,141,109,3
166,132,97,3
158,124,89,3
136,102,67,3
143,109,72,3
176,142,105,3
199,165,128,3
198,164,127,3
192,158,121,3
182,148,111,3
174,140,103,3
174,140,103,3
182,148,113,3
198,164,129,3
195,161,126,3
172,136,102,3
184,148,114,3
212,178,143,3
204,170,135,3
180,147,112,3
160,127,92,3
177,145,107,3
165,133,95,3
148,115,80,3
167,138,106,3
187,163,139,3
169,148,127,3
147,130,110,3
145,130,109,3
162,140,119,3
183,145,108,3
211,168,123,3
211,168,125,3
196,153,108,3
179,132,86,3
180,134,85,3
187,139,90,3
198,150,101,3
194,147,95,3
179,132,80,3
171,125,75,3
183,139,90,3
210,167,122,3
203,162,118,3
219,177,135,3
204,165,122,3
174,136,91,3
178,137,93,3
175,134,88,3
180,139,93,3
179,141,96,3
165,128,84,3
162,124,85,3
176,140,106,3
172,141,113,3
156,132,108,3
187,154,123,3
194,154,119,3
198,152,118,3
179,142,116,3
148,121,92,3
155,120,82,3
163,124,83,3
173,134,91,3
192,153,110,3
199,160,117,3
168,129,86,3
152,113,70,3
179,142,100,3
199,165,128,3
192,165,138,3
136,112,88,3
175,140,108,3
196,156,120,3
185,141,102,3
187,143,106,3
206,164,126,3
187,152,110,3
211,176,134,3
204,165,126,3
190,148,110,3
187,148,109,3
184,145,106,3
191,152,113,3
187,148,109,3
188,150,113,3
187,149,112,3
193,155,118,3
199,164,126,3
178,143,105,3
198,164,126,3
217,183,145,3
211,177,139,3
207,175,136,3
193,161,122,3
191,159,120,3
219,187,148,3
214,185,145,3
177,148,108,3
165,136,96,3
159,130,90,3
172,143,103,3
182,153,113,3
184,155,115,3
199,170,130,3
205,175,137,3
191,161,123,3
226,196,158,3
235,205,167,3
234,204,166,3
231,201,163,3
227,197,159,3
224,194,156,3
205,175,137,3
180,148,110,3
196,164,126,3
211,179,141,3
197,165,127,3
189,157,119,3
179,145,107,3
172,138,100,3
152,118,80,3
148,114,76,3
167,133,95,3
168,134,96,3
177,142,104,3
193,158,120,3
206,171,131,3
219,184,144,3
228,193,153,3
225,190,148,3
215,180,140,3
203,168,128,3
200,165,125,3
193,158,120,3
193,159,122,3
214,180,143,3
212,178,143,3
210,175,143,3
203,170,139,3
208,175,140,3
210,177,132,3
201,170,116,3
209,178,121,3
209,179,117,3
196,167,101,3
186,157,91,3
182,152,90,3
187,157,97,3
196,163,109,3
195,163,112,3
203,171,124,3
203,172,128,3
184,154,116,3
177,148,116,3
163,136,109,3
158,132,109,3
174,152,128,3
184,162,139,3
163,138,118,3
159,128,107,3
177,142,110,3
206,168,131,3
202,166,130,3
195,159,127,3
193,158,128,3
214,179,149,3
196,162,127,3
180,146,111,3
173,140,107,3
162,129,96,3
161,127,92,3
173,137,101,3
189,153,117,3
209,173,137,3
212,176,140,3
223,187,153,3
225,189,155,3
219,183,149,3
225,189,155,3
231,197,162,3
225,191,156,3
222,188,153,3
217,182,150,3
211,176,144,3
213,178,146,3
215,180,148,3
218,185,154,3
216,183,152,3
204,169,137,3
191,156,124,3
174,139,107,3
149,115,80,3
140,106,71,3
145,111,74,3
146,112,75,3
159,125,88,3
195,161,124,3
222,188,150,3
216,182,145,3
195,161,123,3
180,146,109,3
177,143,105,3
185,151,114,3
198,164,127,3
187,153,118,3
176,142,107,3
174,138,104,3
184,148,114,3
199,165,130,3
192,158,123,3
172,139,104,3
177,144,109,3
188,156,118,3
185,153,115,3
168,136,98,3
159,130,98,3
172,148,122,3
166,146,122,3
142,124,104,3
152,122,88,3
150,121,87,3
151,133,113,3
187,153,118,3
195,152,109,3
173,132,88,3
173,132,88,3
191,148,103,3
206,162,115,3
206,160,110,3
205,159,107,3
199,152,98,3
185,138,82,3
184,139,84,3
186,143,92,3
181,140,94,3
188,149,106,3
197,160,118,3
202,165,123,3
178,141,97,3
167,129,84,3
155,115,66,3
175,137,88,3
187,150,106,3
199,161,122,3
204,166,130,3
203,164,131,3
184,145,112,3
187,152,124,3
96,70,43,3
143,111,73,3
175,136,95,3
169,127,89,3
158,124,96,3
159,136,105,3
181,149,108,3
186,152,107,3
205,168,123,3
212,174,127,3
196,158,111,3
163,123,74,3
146,106,57,3
176,138,91,3
202,169,128,3
179,149,121,3
127,97,69,3
162,126,92,3
194,156,120,3
192,152,116,3
187,143,106,3
198,156,118,3
192,155,113,3
207,172,130,3
205,166,127,3
195,153,115,3
193,154,115,3
188,149,110,3
200,161,122,3
195,156,117,3
190,152,115,3
186,148,111,3
189,154,116,3
186,151,113,3
174,139,101,3
184,150,112,3
198,164,126,3
210,178,139,3
225,193,154,3
205,173,134,3
192,160,121,3
212,183,143,3
225,197,157,3
210,182,142,3
188,160,120,3
174,146,106,3
176,148,108,3
208,180,140,3
209,181,141,3
216,188,148,3
229,200,160,3
225,196,156,3
232,202,164,3
227,195,157,3
226,194,156,3
229,197,159,3
216,184,146,3
199,167,129,3
176,142,105,3
187,153,116,3
193,159,122,3
196,162,124,3
174,140,102,3
153,118,80,3
140,105,67,3
135,100,62,3
136,101,63,3
165,130,92,3
200,165,127,3
200,162,125,3
210,172,135,3
226,188,151,3
235,197,160,3
229,194,156,3
210,175,135,3
196,161,123,3
201,166,128,3
196,161,123,3
201,165,129,3
220,186,149,3
224,190,153,3
193,160,125,3
201,168,135,3
222,189,156,3
223,191,153,3
216,185,139,3
207,177,125,3
209,180,124,3
201,172,112,3
169,141,78,3
170,142,79,3
191,161,101,3
178,147,90,3
175,144,90,3
189,157,108,3
209,177,130,3
201,170,126,3
188,160,121,3
198,172,139,3
168,142,115,3
154,124,96,3
171,137,102,3
181,145,109,3
174,138,104,3
177,142,112,3
167,132,102,3
185,149,113,3
187,153,116,3
177,147,113,3
176,146,112,3
168,134,99,3
193,157,121,3
223,185,148,3
228,190,153,3
227,189,152,3
223,185,149,3
229,193,159,3
233,197,163,3
234,199,167,3
227,192,160,3
220,187,154,3
212,179,146,3
196,163,130,3
198,163,131,3
189,154,122,3
181,146,114,3
195,160,128,3
183,148,116,3
197,162,130,3
180,146,111,3
144,110,75,3
149,115,80,3
149,115,78,3
174,140,103,3
191,157,119,3
214,180,142,3
225,192,151,3
219,185,147,3
200,167,126,3
193,159,121,3
197,164,123,3
208,174,136,3
215,181,143,3
190,156,121,3
191,157,122,3
184,148,114,3
172,136,100,3
166,132,97,3
172,138,103,3
184,151,116,3
196,163,128,3
192,160,122,3
205,173,134,3
206,174,135,3
175,146,112,3
170,146,118,3
161,141,116,3
141,123,103,3
160,130,94,3
178,146,108,3
155,133,109,3
165,132,101,3
167,125,83,3
163,122,78,3
187,146,100,3
200,157,112,3
202,158,111,3
205,159,109,3
205,159,107,3
196,151,96,3
191,146,91,3
193,150,97,3
190,148,98,3
154,113,69,3
147,108,67,3
156,117,78,3
189,150,111,3
194,155,114,3
164,126,81,3
172,132,83,3
172,132,83,3
157,118,75,3
165,126,87,3
192,149,114,3
175,132,97,3
152,109,74,3
167,128,95,3
195,163,140,3
211,188,170,3
187,174,158,3
149,140,125,3
